term	gobpid	organism	query_lists_id	direction	p.adjusted	oddsratio	x_labels	Odds_Ratio_Score
pyridine nucleotide metabolic process	GO:0019362	C. neoformans	AMB + LF	Up	2.09158274312203e-08	4.80559215812309	C. neoformans AMB + LF	4.80559215812309
pyridine nucleotide metabolic process	GO:0019362	S. cerevisiae	AMB + LF	Down	0.0192646049055516	2.17818968626037	S. cerevisiae AMB + LF	-2.17818968626037
pyridine-containing compound biosynthetic process	GO:0072525	C. neoformans	AMB only	Up	0.000529006431377375	4.00270700636943	C. neoformans AMB only	4.00270700636943
pyridine-containing compound biosynthetic process	GO:0072525	C. neoformans	AMB + LF	Up	0.00386856939840987	3.34868903557022	C. neoformans AMB + LF	3.34868903557022
pyridine-containing compound metabolic process	GO:0072524	C. neoformans	AMB only	Up	1.22363150658432e-10	5.31284808911081	C. neoformans AMB only	5.31284808911081
pyridine-containing compound metabolic process	GO:0072524	C. neoformans	AMB + LF	Up	2.09158274312203e-08	4.42592082805704	C. neoformans AMB + LF	4.42592082805704
pyridine-containing compound metabolic process	GO:0072524	S. cerevisiae	AMB + LF	Down	0.0104840799766595	2.18676472462623	S. cerevisiae AMB + LF	-2.18676472462623
pyrimidine nucleobase biosynthetic process	GO:0019856	S. cerevisiae	AMB only	Down	0.0233722464610605	6.76789751318764	S. cerevisiae AMB only	-6.76789751318764
pyrimidine nucleobase metabolic process	GO:0006206	S. cerevisiae	AMB only	Down	0.043679975182867	3.86943396226415	S. cerevisiae AMB only	-3.86943396226415
pyrimidine nucleoside biosynthetic process	GO:0046134	S. cerevisiae	AMB only	Down	0.0433910073536917	4.4205990088343	S. cerevisiae AMB only	-4.4205990088343
pyrimidine nucleoside metabolic process	GO:0006213	S. cerevisiae	AMB only	Down	0.0299443182214163	4.35396226415094	S. cerevisiae AMB only	-4.35396226415094
pyrimidine nucleoside monophosphate biosynthetic process	GO:0009130	S. cerevisiae	AMB only	Down	0.0433910073536917	4.4205990088343	S. cerevisiae AMB only	-4.4205990088343
pyrimidine nucleoside monophosphate metabolic process	GO:0009129	S. cerevisiae	AMB only	Down	0.0433910073536917	4.4205990088343	S. cerevisiae AMB only	-4.4205990088343
pyrimidine nucleotide biosynthetic process	GO:0006221	S. cerevisiae	AMB only	Down	0.00931395767674921	3.8781226343679	S. cerevisiae AMB only	-3.8781226343679
pyrimidine nucleotide metabolic process	GO:0006220	S. cerevisiae	AMB only	Down	0.00931395767674921	3.8781226343679	S. cerevisiae AMB only	-3.8781226343679
pyrimidine ribonucleoside biosynthetic process	GO:0046132	S. cerevisiae	AMB only	Down	0.0433910073536917	4.4205990088343	S. cerevisiae AMB only	-4.4205990088343
pyrimidine ribonucleoside metabolic process	GO:0046131	S. cerevisiae	AMB only	Down	0.0299443182214163	4.35396226415094	S. cerevisiae AMB only	-4.35396226415094
pyrimidine ribonucleotide biosynthetic process	GO:0009220	S. cerevisiae	AMB only	Down	0.0433910073536917	4.4205990088343	S. cerevisiae AMB only	-4.4205990088343
pyrimidine ribonucleotide metabolic process	GO:0009218	S. cerevisiae	AMB only	Down	0.0433910073536917	4.4205990088343	S. cerevisiae AMB only	-4.4205990088343
pyruvate biosynthetic process	GO:0042866	C. neoformans	AMB only	Up	0.00460644428652252	5.02143757881463	C. neoformans AMB only	5.02143757881463
pyruvate biosynthetic process	GO:0042866	C. neoformans	AMB + LF	Up	0.00511987917946387	5.05545851528384	C. neoformans AMB + LF	5.05545851528384
pyruvate metabolic process	GO:0006090	C. neoformans	AMB only	Up	1.0385615464568e-06	5.81978021978022	C. neoformans AMB only	5.81978021978022
pyruvate metabolic process	GO:0006090	C. neoformans	AMB + LF	Up	4.29550867562784e-06	5.328073089701	C. neoformans AMB + LF	5.328073089701
rDNA condensation	GO:0070550	S. cerevisiae	AMB only	Down	0.0324682575234475	7.73042168674699	S. cerevisiae AMB only	-7.73042168674699
reactive nitrogen species metabolic process	GO:2001057	S. cerevisiae	AMB + LF	Up	0.00022971329296845	Inf	S. cerevisiae AMB + LF	Inf
reactive oxygen species metabolic process	GO:0072593	C. neoformans	AMB only	Up	0.00189252655311161	4.19835234474018	C. neoformans AMB only	4.19835234474018
reactive oxygen species metabolic process	GO:0072593	C. neoformans	AMB + LF	Up	1.12461514404836e-05	6.53337851575737	C. neoformans AMB + LF	6.53337851575737
reciprocal meiotic recombination	GO:0007131	S. cerevisiae	AMB + LF	Down	0.0460636659030433	2.20896785109983	S. cerevisiae AMB + LF	-2.20896785109983
regulation of actin filament depolymerization	GO:0030834	S. cerevisiae	AMB only	Up	0.0208012317882428	8.7953216374269	S. cerevisiae AMB only	8.7953216374269
regulation of actin filament length	GO:0030832	S. cerevisiae	AMB only	Up	0.00188326647017294	4.42087542087542	S. cerevisiae AMB only	4.42087542087542
regulation of actin filament organization	GO:0110053	S. cerevisiae	AMB only	Up	0.014152214943045	2.94467846110643	S. cerevisiae AMB only	2.94467846110643
regulation of actin filament polymerization	GO:0030833	S. cerevisiae	AMB only	Up	0.00414222225401894	4.12268012335296	S. cerevisiae AMB only	4.12268012335296
regulation of actin polymerization or depolymerization	GO:0008064	S. cerevisiae	AMB only	Up	0.00188326647017294	4.42087542087542	S. cerevisiae AMB only	4.42087542087542
regulation of anatomical structure size	GO:0090066	S. cerevisiae	AMB only	Up	0.0160850312385871	2.37442432002643	S. cerevisiae AMB only	2.37442432002643
regulation of anion transmembrane transport	GO:1903959	S. cerevisiae	AMB only	Up	0.0312339213092411	10.987061769616	S. cerevisiae AMB only	10.987061769616
regulation of ATP-dependent microtubule motor activity, plus-end-directed	GO:2000580	C. neoformans	AMB only	Down	0.0417894412848155	Inf	C. neoformans AMB only	-Inf
regulation of ATPase activity	GO:0043462	S. cerevisiae	AMB only	Down	0.00412934603881245	3.65544943318754	S. cerevisiae AMB only	-3.65544943318754
regulation of biological quality	GO:0065008	S. cerevisiae	AMB only	Up	0.00379383109188446	1.46337563350316	S. cerevisiae AMB only	1.46337563350316
regulation of biological quality	GO:0065008	S. cerevisiae	AMB + LF	Down	0.00697893972086903	1.46170367609209	S. cerevisiae AMB + LF	-1.46170367609209
regulation of carbohydrate biosynthetic process	GO:0043255	S. cerevisiae	AMB only	Up	0.00364078779829777	3.72314104553718	S. cerevisiae AMB only	3.72314104553718
regulation of carbohydrate catabolic process	GO:0043470	S. cerevisiae	AMB + LF	Down	0.0192646049055516	4.89205285687698	S. cerevisiae AMB + LF	-4.89205285687698
regulation of carbohydrate metabolic process	GO:0006109	S. cerevisiae	AMB only	Up	0.0186865374145674	2.45656053348361	S. cerevisiae AMB only	2.45656053348361
regulation of catalytic activity	GO:0050790	S. cerevisiae	AMB + LF	Down	0.00617472232697581	1.55969731458981	S. cerevisiae AMB + LF	-1.55969731458981
regulation of cell aging	GO:0090342	C. neoformans	AMB + LF	Up	0.0321185194690562	8.38611713665944	C. neoformans AMB + LF	8.38611713665944
regulation of cell cycle	GO:0051726	C. neoformans	AMB + LF	Down	0.0435731330706092	2.04095004095004	C. neoformans AMB + LF	-2.04095004095004
regulation of cell cycle process	GO:0010564	C. neoformans	AMB + LF	Down	0.0454170881784012	2.16628122109158	C. neoformans AMB + LF	-2.16628122109158
regulation of cellular amine metabolic process	GO:0033238	S. cerevisiae	AMB + LF	Up	0.00403587976813548	7.92258064516129	S. cerevisiae AMB + LF	7.92258064516129
regulation of cellular amino acid metabolic process	GO:0006521	S. cerevisiae	AMB + LF	Up	0.00403587976813548	7.92258064516129	S. cerevisiae AMB + LF	7.92258064516129
regulation of cellular carbohydrate metabolic process	GO:0010675	S. cerevisiae	AMB only	Up	0.00689547323716419	3.06192794547225	S. cerevisiae AMB only	3.06192794547225
regulation of cellular component size	GO:0032535	S. cerevisiae	AMB only	Up	0.0160850312385871	2.37442432002643	S. cerevisiae AMB only	2.37442432002643
regulation of cellular response to stress	GO:0080135	S. cerevisiae	AMB only	Down	0.00637401191020627	2.88009470657873	S. cerevisiae AMB only	-2.88009470657873
regulation of chromosome segregation	GO:0051983	C. neoformans	AMB + LF	Down	0.0181247825536919	3.85884353741497	C. neoformans AMB + LF	-3.85884353741497
regulation of chromosome separation	GO:1905818	C. neoformans	AMB + LF	Down	0.0204724577529935	4.6030303030303	C. neoformans AMB + LF	-4.6030303030303
regulation of DNA biosynthetic process	GO:2000278	S. cerevisiae	AMB only	Down	0.043679975182867	3.86943396226415	S. cerevisiae AMB only	-3.86943396226415
regulation of DNA metabolic process	GO:0051052	S. cerevisiae	AMB only	Down	0.0224833384285196	1.8715562403698	S. cerevisiae AMB only	-1.8715562403698
regulation of DNA-templated transcription, initiation	GO:2000142	S. cerevisiae	AMB + LF	Down	0.0247217506831868	4.03702151438949	S. cerevisiae AMB + LF	-4.03702151438949
regulation of gene expression	GO:0010468	S. cerevisiae	AMB only	Down	0.00787436950442299	1.31320467242255	S. cerevisiae AMB only	-1.31320467242255
regulation of gene expression, epigenetic	GO:0040029	S. cerevisiae	AMB only	Down	0.019426774108634	1.71050583657588	S. cerevisiae AMB only	-1.71050583657588
regulation of gluconeogenesis	GO:0006111	S. cerevisiae	AMB only	Up	0.000599322157585051	7.57106872975891	S. cerevisiae AMB only	7.57106872975891
regulation of glucose metabolic process	GO:0010906	S. cerevisiae	AMB only	Up	0.00120825876418356	4.42375737152485	S. cerevisiae AMB only	4.42375737152485
regulation of ion transmembrane transport	GO:0034765	S. cerevisiae	AMB only	Up	0.0137711163123817	7.7008779264214	S. cerevisiae AMB only	7.7008779264214
regulation of ion transport	GO:0043269	S. cerevisiae	AMB only	Up	0.00446145160669405	5.39131245339299	S. cerevisiae AMB only	5.39131245339299
regulation of ion transport	GO:0043269	S. cerevisiae	AMB + LF	Up	0.0465969551290299	3.95698924731183	S. cerevisiae AMB + LF	3.95698924731183
regulation of localization	GO:0032879	S. cerevisiae	AMB only	Up	0.00148619148858608	2.06313686313686	S. cerevisiae AMB only	2.06313686313686
regulation of macromolecule metabolic process	GO:0060255	S. cerevisiae	AMB only	Down	0.00220662360523662	1.32572718589911	S. cerevisiae AMB only	-1.32572718589911
regulation of membrane potential	GO:0042391	C. neoformans	AMB only	Up	0.0286958445254287	19.96	C. neoformans AMB only	19.96
regulation of metabolic process	GO:0019222	S. cerevisiae	AMB only	Down	0.0139181788162321	1.26189034369885	S. cerevisiae AMB only	-1.26189034369885
regulation of metaphase/anaphase transition of cell cycle	GO:1902099	C. neoformans	AMB + LF	Down	0.0181247825536919	4.88414447505357	C. neoformans AMB + LF	-4.88414447505357
regulation of mitotic cell cycle	GO:0007346	C. neoformans	AMB + LF	Down	0.0220372823492242	2.56723011909335	C. neoformans AMB + LF	-2.56723011909335
regulation of mitotic metaphase/anaphase transition	GO:0030071	C. neoformans	AMB + LF	Down	0.0181247825536919	4.88414447505357	C. neoformans AMB + LF	-4.88414447505357
regulation of mitotic nuclear division	GO:0007088	C. neoformans	AMB + LF	Down	0.00796849948190508	3.88831615120275	C. neoformans AMB + LF	-3.88831615120275
regulation of mitotic sister chromatid segregation	GO:0033047	C. neoformans	AMB only	Down	0.0478919942313297	3.81927330173776	C. neoformans AMB only	-3.81927330173776
regulation of mitotic sister chromatid segregation	GO:0033047	C. neoformans	AMB + LF	Down	0.00756129679319133	4.74628942486085	C. neoformans AMB + LF	-4.74628942486085
regulation of mitotic sister chromatid separation	GO:0010965	C. neoformans	AMB + LF	Down	0.0204724577529935	4.6030303030303	C. neoformans AMB + LF	-4.6030303030303
regulation of molecular function	GO:0065009	S. cerevisiae	AMB + LF	Down	0.00617472232697581	1.54348047681595	S. cerevisiae AMB + LF	-1.54348047681595
regulation of neurotransmitter levels	GO:0001505	S. cerevisiae	AMB + LF	Up	0.0330135420186166	4.31749755620723	S. cerevisiae AMB + LF	4.31749755620723
regulation of nitrogen utilization	GO:0006808	S. cerevisiae	AMB only	Up	0.0024095723566958	7.34981838502375	S. cerevisiae AMB only	7.34981838502375
regulation of nitrogen utilization	GO:0006808	S. cerevisiae	AMB + LF	Up	0.000324764572596177	9.92456896551724	S. cerevisiae AMB + LF	9.92456896551724
regulation of nuclear division	GO:0051783	C. neoformans	AMB + LF	Down	0.0389287044645813	2.63134226219572	C. neoformans AMB + LF	-2.63134226219572
regulation of oxidoreductase activity	GO:0051341	C. neoformans	AMB only	Up	0.00822008214454756	4.01818181818182	C. neoformans AMB only	4.01818181818182
regulation of oxidoreductase activity	GO:0051341	C. neoformans	AMB + LF	Up	0.000896999366071559	5.28066812705367	C. neoformans AMB + LF	5.28066812705367
regulation of phosphate transport	GO:0010966	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
regulation of protein localization to cell division site	GO:1901900	C. neoformans	AMB + LF	Down	0.0454170881784012	45.2315270935961	C. neoformans AMB + LF	-45.2315270935961
regulation of proteolysis	GO:0030162	S. cerevisiae	AMB + LF	Down	0.013482650272176	3.48390952149086	S. cerevisiae AMB + LF	-3.48390952149086
regulation of pyruvate dehydrogenase activity	GO:1904182	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
regulation of response to stress	GO:0080134	S. cerevisiae	AMB only	Down	0.0311072243135725	2.26580350342727	S. cerevisiae AMB only	-2.26580350342727
regulation of sister chromatid segregation	GO:0033045	C. neoformans	AMB + LF	Down	0.00837907934405109	4.63979591836735	C. neoformans AMB + LF	-4.63979591836735
regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	GO:0061413	S. cerevisiae	AMB only	Up	0.0357252176133811	3.96256281407035	S. cerevisiae AMB only	3.96256281407035
regulation of transcription from RNA polymerase II promoter in response to osmotic stress	GO:0061392	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
regulation of transcription from RNA polymerase II promoter in response to salt stress	GO:0061416	S. cerevisiae	AMB only	Up	0.0425022413325544	17.5679733110926	S. cerevisiae AMB only	17.5679733110926
regulation of transcription initiation from RNA polymerase II promoter	GO:0060260	S. cerevisiae	AMB + LF	Down	0.0247217506831868	4.03702151438949	S. cerevisiae AMB + LF	-4.03702151438949
regulation of translational fidelity	GO:0006450	S. cerevisiae	AMB + LF	Up	7.60985438804202e-07	8.3061872909699	S. cerevisiae AMB + LF	8.3061872909699
regulation of transmembrane transport	GO:0034762	S. cerevisiae	AMB only	Up	0.0018395991543668	9.9177135678392	S. cerevisiae AMB only	9.9177135678392
regulation of transport	GO:0051049	S. cerevisiae	AMB only	Up	0.0047577324035517	2.19104647847163	S. cerevisiae AMB only	2.19104647847163
reproduction	GO:0000003	C. neoformans	AMB only	Down	0.0366058232686197	1.89458525345622	C. neoformans AMB only	-1.89458525345622
reproductive process	GO:0022414	C. neoformans	AMB only	Down	0.0383066448916193	1.92041847889973	C. neoformans AMB only	-1.92041847889973
resolution of meiotic recombination intermediates	GO:0000712	C. neoformans	AMB + LF	Down	0.0181247825536919	22.7178217821782	C. neoformans AMB + LF	-22.7178217821782
response to abiotic stimulus	GO:0009628	S. cerevisiae	AMB only	Up	0.013694284084638	1.72220249368687	S. cerevisiae AMB only	1.72220249368687
response to acid chemical	GO:0001101	S. cerevisiae	AMB only	Up	0.0382733603982266	3.23109619686801	S. cerevisiae AMB only	3.23109619686801
response to alkaline pH	GO:0010446	S. cerevisiae	AMB only	Up	0.010358373946387	13.1954887218045	S. cerevisiae AMB only	13.1954887218045
response to cadmium ion	GO:0046686	C. neoformans	AMB only	Up	0.00298215112803702	4.14475055845123	C. neoformans AMB only	4.14475055845123
response to cadmium ion	GO:0046686	C. neoformans	AMB + LF	Up	0.0383557484074171	3.03964784456588	C. neoformans AMB + LF	3.03964784456588
response to chemical	GO:0042221	C. neoformans	AMB only	Up	0.00208328459894726	1.48264636341179	C. neoformans AMB only	1.48264636341179
response to chemical	GO:0042221	C. neoformans	AMB + LF	Up	0.00138938582816208	1.48488560142103	C. neoformans AMB + LF	1.48488560142103
response to chemical	GO:0042221	S. cerevisiae	AMB only	Up	3.46046458518264e-05	1.65219963331918	S. cerevisiae AMB only	1.65219963331918
response to chemical	GO:0042221	S. cerevisiae	AMB + LF	Down	2.82574458059939e-05	1.68402180898292	S. cerevisiae AMB + LF	-1.68402180898292
response to desiccation	GO:0009269	S. cerevisiae	AMB only	Up	0.0136339711016929	Inf	S. cerevisiae AMB only	Inf
response to drug	GO:0042493	S. cerevisiae	AMB only	Up	0.00108317876337051	2.20709472849782	S. cerevisiae AMB only	2.20709472849782
response to endogenous stimulus	GO:0009719	S. cerevisiae	AMB + LF	Up	0.0107728493000821	4.09088457389428	S. cerevisiae AMB + LF	4.09088457389428
response to endoplasmic reticulum stress	GO:0034976	S. cerevisiae	AMB + LF	Down	8.10539992107267e-08	4.01358625993335	S. cerevisiae AMB + LF	-4.01358625993335
response to external stimulus	GO:0009605	S. cerevisiae	AMB only	Up	4.49967575315434e-07	2.80776591829223	S. cerevisiae AMB only	2.80776591829223
response to extracellular stimulus	GO:0009991	S. cerevisiae	AMB only	Up	9.71266878227885e-08	3.0005303685079	S. cerevisiae AMB only	3.0005303685079
response to heat	GO:0009408	S. cerevisiae	AMB + LF	Down	0.0460636659030433	2.12176271186441	S. cerevisiae AMB + LF	-2.12176271186441
response to hydroperoxide	GO:0033194	C. neoformans	AMB only	Up	0.0354814603210166	Inf	C. neoformans AMB only	Inf
response to inorganic substance	GO:0010035	C. neoformans	AMB only	Up	0.000457290643892216	2.43151602104256	C. neoformans AMB only	2.43151602104256
response to inorganic substance	GO:0010035	C. neoformans	AMB + LF	Up	0.000249799882716114	2.45119586296057	C. neoformans AMB + LF	2.45119586296057
response to inorganic substance	GO:0010035	S. cerevisiae	AMB only	Up	0.002456682003672	2.77323853989813	S. cerevisiae AMB only	2.77323853989813
response to metal ion	GO:0010038	C. neoformans	AMB only	Up	0.015318258745631	2.24444444444444	C. neoformans AMB only	2.24444444444444
response to metal ion	GO:0010038	C. neoformans	AMB + LF	Up	0.0153420587370379	2.24338969772149	C. neoformans AMB + LF	2.24338969772149
response to misfolded protein	GO:0051788	S. cerevisiae	AMB + LF	Down	0.0127633977958372	4.40771812080537	S. cerevisiae AMB + LF	-4.40771812080537
response to nitrogen compound	GO:1901698	S. cerevisiae	AMB + LF	Down	2.02286118683424e-05	3.20550826887602	S. cerevisiae AMB + LF	-3.20550826887602
response to nutrient	GO:0007584	S. cerevisiae	AMB only	Up	0.00233904521459215	2.66428571428571	S. cerevisiae AMB only	2.66428571428571
response to nutrient levels	GO:0031667	S. cerevisiae	AMB only	Up	5.06093930412587e-07	2.92078294732527	S. cerevisiae AMB only	2.92078294732527
response to organic substance	GO:0010033	S. cerevisiae	AMB + LF	Down	0.000511964818566928	1.89773614363778	S. cerevisiae AMB + LF	-1.89773614363778
response to organonitrogen compound	GO:0010243	S. cerevisiae	AMB + LF	Down	1.13997090834247e-05	3.33249251673225	S. cerevisiae AMB + LF	-3.33249251673225
response to osmotic stress	GO:0006970	S. cerevisiae	AMB only	Up	0.00936628216393538	2.18271770575657	S. cerevisiae AMB only	2.18271770575657
response to oxidative stress	GO:0006979	C. neoformans	AMB only	Up	3.35281834524742e-07	2.76967168510793	C. neoformans AMB only	2.76967168510793
response to oxidative stress	GO:0006979	C. neoformans	AMB + LF	Up	3.98828127309369e-07	2.69999448214975	C. neoformans AMB + LF	2.69999448214975
response to oxidative stress	GO:0006979	S. cerevisiae	AMB only	Up	0.0278183308966227	1.81549427436317	S. cerevisiae AMB only	1.81549427436317
response to oxidative stress	GO:0006979	S. cerevisiae	AMB + LF	Down	0.00166175061573638	2.28504260946224	S. cerevisiae AMB + LF	-2.28504260946224
response to oxygen-containing compound	GO:1901700	C. neoformans	AMB only	Up	0.00618886542341153	2.0561797752809	C. neoformans AMB only	2.0561797752809
response to oxygen-containing compound	GO:1901700	C. neoformans	AMB + LF	Up	0.00463708506212588	2.08279647823053	C. neoformans AMB + LF	2.08279647823053
response to oxygen-containing compound	GO:1901700	S. cerevisiae	AMB only	Up	0.00670599296984494	2.2575751007846	S. cerevisiae AMB only	2.2575751007846
response to pH	GO:0009268	S. cerevisiae	AMB only	Up	0.0018395991543668	5.88636999720123	S. cerevisiae AMB only	5.88636999720123
response to pheromone	GO:0019236	S. cerevisiae	AMB only	Down	0.0233722464610605	1.94777265745008	S. cerevisiae AMB only	-1.94777265745008
response to reactive oxygen species	GO:0000302	C. neoformans	AMB only	Up	0.013932833229503	3.01749049429658	C. neoformans AMB only	3.01749049429658
response to reactive oxygen species	GO:0000302	C. neoformans	AMB + LF	Up	0.00136226987996914	3.83005919639583	C. neoformans AMB + LF	3.83005919639583
response to salt stress	GO:0009651	S. cerevisiae	AMB only	Up	0.000783911840157932	4.42664418212479	S. cerevisiae AMB only	4.42664418212479
response to salt stress	GO:0009651	S. cerevisiae	AMB + LF	Up	0.0231551350319013	3.24563125859022	S. cerevisiae AMB + LF	3.24563125859022
response to starvation	GO:0042594	S. cerevisiae	AMB only	Up	0.000115831294315791	3.31131787009129	S. cerevisiae AMB only	3.31131787009129
response to stimulus	GO:0050896	S. cerevisiae	AMB only	Up	0.0209652751918599	1.25312962155146	S. cerevisiae AMB only	1.25312962155146
response to stimulus	GO:0050896	S. cerevisiae	AMB + LF	Down	1.71913962405783e-05	1.47914906689194	S. cerevisiae AMB + LF	-1.47914906689194
response to stress	GO:0006950	S. cerevisiae	AMB + LF	Down	6.78003754288929e-08	1.73228307754888	S. cerevisiae AMB + LF	-1.73228307754888
response to topologically incorrect protein	GO:0035966	S. cerevisiae	AMB + LF	Down	0.0131281475966636	2.73163940132266	S. cerevisiae AMB + LF	-2.73163940132266
response to toxic substance	GO:0009636	C. neoformans	AMB only	Up	1.22231288457348e-07	3.38116468516072	C. neoformans AMB only	3.38116468516072
response to toxic substance	GO:0009636	C. neoformans	AMB + LF	Up	4.52625551770148e-06	2.91779769526248	C. neoformans AMB + LF	2.91779769526248
response to toxic substance	GO:0009636	S. cerevisiae	AMB only	Up	0.0440421864676639	2.03374576271186	S. cerevisiae AMB only	2.03374576271186
response to toxic substance	GO:0009636	S. cerevisiae	AMB + LF	Down	0.0399414541328187	2.16547907298513	S. cerevisiae AMB + LF	-2.16547907298513
response to zinc ion	GO:0010043	C. neoformans	AMB only	Up	0.00822008214454756	24.9812265331665	C. neoformans AMB only	24.9812265331665
response to zinc ion	GO:0010043	C. neoformans	AMB + LF	Up	0.0189195586330104	20.9534127843987	C. neoformans AMB + LF	20.9534127843987
retrograde protein transport, ER to cytosol	GO:0030970	S. cerevisiae	AMB + LF	Down	0.0022641627749476	30.7894736842105	S. cerevisiae AMB + LF	-30.7894736842105
ribonucleoprotein complex assembly	GO:0022618	S. cerevisiae	AMB only	Down	5.14541715650435e-07	2.44739729367305	S. cerevisiae AMB only	-2.44739729367305
ribonucleoprotein complex assembly	GO:0022618	S. cerevisiae	AMB + LF	Up	0.000907961041042785	2.06206072196988	S. cerevisiae AMB + LF	2.06206072196988
ribonucleoprotein complex biogenesis	GO:0022613	S. cerevisiae	AMB only	Down	3.53111013411806e-54	4.3634660301327	S. cerevisiae AMB only	-4.3634660301327
ribonucleoprotein complex biogenesis	GO:0022613	S. cerevisiae	AMB + LF	Up	1.18424968819829e-06	1.83027111435976	S. cerevisiae AMB + LF	1.83027111435976
ribonucleoprotein complex disassembly	GO:0032988	S. cerevisiae	AMB only	Down	0.028091152464698	5.15837104072398	S. cerevisiae AMB only	-5.15837104072398
ribonucleoprotein complex export from nucleus	GO:0071426	S. cerevisiae	AMB only	Down	8.41754398895022e-11	3.6876701398667	S. cerevisiae AMB only	-3.6876701398667
ribonucleoprotein complex export from nucleus	GO:0071426	S. cerevisiae	AMB + LF	Up	0.000445168995141434	2.42821985233798	S. cerevisiae AMB + LF	2.42821985233798
ribonucleoprotein complex localization	GO:0071166	S. cerevisiae	AMB only	Down	1.90043759633147e-10	3.57936833470057	S. cerevisiae AMB only	-3.57936833470057
ribonucleoprotein complex localization	GO:0071166	S. cerevisiae	AMB + LF	Up	0.000624897318444683	2.37568186648405	S. cerevisiae AMB + LF	2.37568186648405
ribonucleoprotein complex subunit organization	GO:0071826	S. cerevisiae	AMB only	Down	2.10980481346489e-08	2.58706812095879	S. cerevisiae AMB only	-2.58706812095879
ribonucleoprotein complex subunit organization	GO:0071826	S. cerevisiae	AMB + LF	Up	0.0019684852725494	1.95089100704517	S. cerevisiae AMB + LF	1.95089100704517
ribonucleoside biosynthetic process	GO:0042455	S. cerevisiae	AMB only	Down	6.5755934464869e-05	5.84042553191489	S. cerevisiae AMB only	-5.84042553191489
ribonucleoside bisphosphate biosynthetic process	GO:0034030	C. neoformans	AMB only	Up	0.0482317889863446	4.375	C. neoformans AMB only	4.375
ribonucleoside bisphosphate biosynthetic process	GO:0034030	C. neoformans	AMB + LF	Up	0.0391581377903732	4.79751552795031	C. neoformans AMB + LF	4.79751552795031
ribonucleoside bisphosphate metabolic process	GO:0033875	C. neoformans	AMB only	Up	0.0053123157173804	3.35786802030457	C. neoformans AMB only	3.35786802030457
ribonucleoside bisphosphate metabolic process	GO:0033875	C. neoformans	AMB + LF	Up	0.0108471639659581	3.12041235145325	C. neoformans AMB + LF	3.12041235145325
ribonucleoside diphosphate metabolic process	GO:0009185	C. neoformans	AMB only	Up	0.000237303597090046	5.05209656925032	C. neoformans AMB only	5.05209656925032
ribonucleoside diphosphate metabolic process	GO:0009185	C. neoformans	AMB + LF	Up	9.71472154476152e-05	5.37044371103777	C. neoformans AMB + LF	5.37044371103777
ribonucleoside metabolic process	GO:0009119	S. cerevisiae	AMB only	Down	2.06085486352405e-05	5.46031987814166	S. cerevisiae AMB only	-5.46031987814166
ribonucleoside monophosphate biosynthetic process	GO:0009156	S. cerevisiae	AMB only	Down	0.00272599767821087	2.23332599603786	S. cerevisiae AMB only	-2.23332599603786
ribonucleotide biosynthetic process	GO:0009260	S. cerevisiae	AMB only	Down	0.0381854547976818	1.79389003687047	S. cerevisiae AMB only	-1.79389003687047
ribonucleotide metabolic process	GO:0009259	C. neoformans	AMB only	Up	0.0222988757959759	1.74933092503056	C. neoformans AMB only	1.74933092503056
ribose phosphate biosynthetic process	GO:0046390	S. cerevisiae	AMB only	Down	0.00502041170562259	2.030952046408	S. cerevisiae AMB only	-2.030952046408
ribose phosphate metabolic process	GO:0019693	C. neoformans	AMB only	Up	0.00680205842488278	1.8624827239603	C. neoformans AMB only	1.8624827239603
ribose phosphate metabolic process	GO:0019693	C. neoformans	AMB + LF	Up	0.0168918477885983	1.74903842563203	C. neoformans AMB + LF	1.74903842563203
ribosomal large subunit assembly	GO:0000027	S. cerevisiae	AMB only	Down	1.15942604039639e-06	5.75090998966431	S. cerevisiae AMB only	-5.75090998966431
ribosomal large subunit assembly	GO:0000027	S. cerevisiae	AMB + LF	Up	0.000197673974421579	4.49021739130435	S. cerevisiae AMB + LF	4.49021739130435
ribosomal large subunit biogenesis	GO:0042273	S. cerevisiae	AMB only	Down	5.65590419669823e-31	10.0431776556777	S. cerevisiae AMB only	-10.0431776556777
ribosomal large subunit biogenesis	GO:0042273	S. cerevisiae	AMB + LF	Up	1.39902872262185e-05	2.88328495075829	S. cerevisiae AMB + LF	2.88328495075829
ribosomal large subunit export from nucleus	GO:0000055	S. cerevisiae	AMB only	Down	0.0017619445458563	4.48154196069283	S. cerevisiae AMB only	-4.48154196069283
ribosomal small subunit assembly	GO:0000028	S. cerevisiae	AMB + LF	Up	2.01661927480339e-07	9.8199604743083	S. cerevisiae AMB + LF	9.8199604743083
ribosomal small subunit biogenesis	GO:0042274	S. cerevisiae	AMB only	Down	2.84145249330417e-25	6.44652225418853	S. cerevisiae AMB only	-6.44652225418853
